X_name,FGL,GLON,GLAT,ra,dec,Class,CT,Class_prob,Class_prob_e,r0,significance,Fb,HR_hms,HR_ms,HR_hm,Fs,e_Fs,Fm,e_Fm,Fh,e_Fh,P_intra,P_inter,p_any,p_i,Gmag,BPmag,RPmag,e_Gmag,e_BPmag,e_RPmag,RPlx,PM,epsi,sepsi,ruwe,rgeo,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,W1mag,W2mag,W3mag,e_W1mag,e_W2mag,e_W3mag,ebv,nH_from_AV,nH
2CXO J085908.6-473059,J0859.2-4729,267.95078250073533,-1.0545764999312452,134.78621202677635,-47.51653610030263,NS,0.208724056110817,0.4956727976766699,0.2419389486015055,0.6120637763208178,3.19999999999994,2.216502611772511e-15,0.5764249683307116,0.9660060639205155,0.5821201986142399,7.978845608028655e-18,6.028102749890869e-18,4.614487363802723e-16,2.0875061883869504e-16,1.7470750297842101e-15,7.482559799288575e-16,0.0227286815390199,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.2340780133427907,2.215666846941146,21.86693553371544
2CXO J085908.7-473027,J0859.2-4729,267.94401546005156,-1.048522704960422,134.78642035920632,-47.50745832251484,CV,0.5601474403821719,0.4254985479186834,0.1712985297270501,0.4981185263409705,7.851426276988896,1.8592717539771757e-14,0.9580663329745248,0.7230446350799702,0.9637680126537856,5.3982812173162616e-17,4.078458896114477e-17,3.3584760103259005e-16,1.8767954175350998e-16,1.8202887126566e-14,2.511234606712e-15,0.9999999253283308,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.2110693522798974,2.1999036132469576,21.866589659775617
2CXO J085908.7-473037,J0859.2-4729,267.9461911320131,-1.050334679740254,134.78650369263295,-47.51028887806832,AGN,0.0453327568323066,0.4745595353339787,0.2592494843658711,0.4755229398084808,14.412084299597772,4.918861026456983e-14,0.8619505762329951,0.9586733624006037,0.864610031532722,7.015671268634385e-17,6.646425412390535e-17,3.3250729387754805e-15,5.664797083632498e-16,4.5793380613108e-14,3.5467645701369984e-15,0.39831557398552,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.2180516254636387,2.204687168605139,21.866700800081425
2CXO J085909.0-472916,J0859.2-4729,267.92995380101996,-1.0349883437754817,134.78792035593125,-47.48796943358153,YSO,0.3284277648099125,0.3037754114230397,0.101562768880742,0.5248066942066384,4.33333333333345,2.2146357361672018e-15,0.3506974527542859,0.6722653064009513,0.4265917679522327,1.1781805165648362e-16,8.8363538742364e-17,6.01166260700892e-16,2.1018779476158981e-16,1.4956514238098261e-15,6.496528737224099e-16,0.0576659889356999,,0.999328,1.0,20.89572,21.75934,19.512865,0.015947,0.409023,0.124944,-0.5926,0.007389,0.00381,1.896,1.167,4231.53418,14.672,12.959,12.516,,,0.018,,,,,,,3.160415709097548,2.1652008023027305,21.865924857243026
2CXO J085909.0-473041,J0859.2-4729,267.94760374238456,-1.0505164605547208,134.78767035790102,-47.51147498914183,NS,0.9894943637788476,0.6134462729912875,0.2477439508490911,0.5485636392289412,5.352941176470637,5.649236324419989e-15,0.7578510000128715,0.7955015058704993,0.7798855856936224,6.993628288344846e-17,5.2837605823911e-17,6.14042180441182e-16,2.30265817665445e-16,4.965257861095358e-15,1.1176413632481128e-15,0.3189838669479,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.2195332288465948,2.2057022150828023,21.866783456954757
2CXO J085909.2-472919,J0859.2-4729,267.93077913922707,-1.0350331678233882,134.78867035502478,-47.48862221133452,YSO,1.609085210462576,0.5031655372700871,0.1163243123034683,0.5700193560609149,4.21052631578969,3.983001330753399e-15,0.808179814402241,0.6686585569841833,0.8373747702937974,6.328787683786578e-17,6.446487752474113e-17,3.187221504127532e-16,1.6752789706479906e-16,3.6009913035027806e-15,1.0127788041101498e-15,0.925581752301018,,0.9989659,1.0,,,,,,,,,,,,,14.828,13.053,12.613,,,0.075,,,,,,,3.161088697273501,2.1656618665020755,21.865971664935312
2CXO J085909.4-473020,J0859.2-4729,267.94380253888363,-1.045804637672758,134.78925368880428,-47.50551665575575,AGN,0.1657324273392348,0.4314617618586641,0.2516482347444417,0.5814826448692171,3.575757575757581,3.997688564874014e-15,0.8901534292263618,0.9273217282647467,0.8939334642285217,7.978845608028655e-18,6.028102749890869e-18,2.1158734432817042e-16,1.6926987546253351e-16,3.778122374937815e-15,1.1170104128946877e-15,0.8564996124409,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.202590553523467,2.1940947882189272,21.866605528536006
2CXO J085909.5-473118,J0859.2-4729,267.95625797929347,-1.0561582995175216,134.78975368930716,-47.52170832241296,NS,0.0205875390378683,0.288054211035818,0.1371618073641535,0.5085489812044658,4.5945945945946,1.1119943529088367e-14,0.9971298970764888,0.0,0.9985639181125385,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,1.1103985837872311e-14,2.440054628005389e-15,0.999999999985994,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.2425250899554494,2.2214539391284784,21.867252989989456
2CXO J085909.6-472845,J0859.2-4729,267.92442490745,-1.0279947963897804,134.79037868552845,-47.47921110017532,YSO,2.6235320588490256,0.7528073572120039,0.1399448211584651,0.6801632644329596,3.6969696969698,3.0499358626420024e-15,0.806811573327075,0.9458338160125962,0.8115507167487768,7.978845608028655e-18,6.028102749890869e-18,2.866273097705408e-16,1.5973330038375764e-16,2.755329707263433e-15,9.0649017176692e-16,0.83235125234497,,0.9993961,1.0,,,,,,,,,,,,,18.016,15.537,13.989,,0.106,0.067,,,,,,,3.13541241177168,2.148071043304778,21.86570300709938
2CXO J085909.6-473025,J0859.2-4729,267.9453052428343,-1.046399823006173,134.79004535457253,-47.50704165573021,YSO,1.4033173453000276,0.4630687318489835,0.0886339705557165,0.4784580089037073,14.860992445604124,5.1469183935216744e-14,0.8597171913212872,0.9131732138684774,0.8653974690502689,1.5672759510332207e-16,1.56727595103325e-16,3.4533932463134204e-15,5.586818826838498e-16,4.78590630938e-14,3.617741846728e-15,0.9999999899255952,,0.998375,1.0,,,,,,,,,,,,,14.884,12.606,11.346,,,0.079,,,,,,,3.2053974029624297,2.1960177607695606,21.866688178807777
2CXO J085909.7-473130,J0859.2-4729,267.95913621138754,-1.058020999541866,134.79046202197912,-47.525102766837165,YSO,1.0453217905610204,0.562081316553727,0.1656968640184594,0.5995181951234675,3.0555555555555687,2.4855494815924688e-15,0.8301730673181007,0.9243914213806979,0.8360670136411696,7.978845608028655e-18,6.028102749890869e-18,2.0307777663593811e-16,1.3113674083868442e-16,2.2744928593485025e-15,9.310424237821835e-16,0.33006188848877,,0.9986222,1.0,,,,,,,,,,,,,16.776,14.485,13.395,0.192,0.074,0.091,,,,,,,3.2501365847928163,2.226668574241559,21.867412650542914
2CXO J085909.9-472941,J0859.2-4729,267.93663762908824,-1.0375047290308022,134.7915870184122,-47.494666655681385,YSO,2.397315842199415,0.7082381413359148,0.1278489047999924,0.5537346533170017,3.999999999999701,2.694276728505609e-15,0.5758666031774053,0.7502013394661435,0.6187422096360224,7.136327700257553e-17,5.391571506379052e-17,5.000030934180001e-16,1.8367460574539e-16,2.122910358085033e-15,7.257084466461159e-16,0.974404011237258,,0.99840903,1.0,,,,,,,,,,,,,15.108,14.38,12.839,,0.135,0.119,,,,,,,3.172468678578247,2.1734582916939575,21.866278987111425
2CXO J085909.9-473028,J0859.2-4729,267.9464260180122,-1.04614225199739,134.7914203528736,-47.50771943346344,CV,0.1391862568539116,0.3470222652468538,0.1791918131476078,0.5123690723337037,4.777777777777913,7.691444081651651e-15,0.9692432469057024,0.8650876585898948,0.9712881950311922,7.978845608028655e-18,6.028102749890869e-18,1.1030307767094896e-16,8.333514877899186e-17,7.573162158372673e-15,1.6641708340574396e-15,0.9999997596337796,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.2053383224211034,2.195977284690698,21.866757065681693
2CXO J085910.2-473108,J0859.2-4729,267.9554838613931,-1.0527306467157806,134.79283701852415,-47.51887776675534,NS,0.6119377756462233,0.4717424975798645,0.1666870050701612,0.5700193560609149,3.529411764705923,6.728364607264158e-15,0.9952565914163364,0.0,0.9976254798783865,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,6.712406916048101e-15,1.8706707798823e-15,0.981009701703815,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.2314879553967084,2.213892398242285,21.867235479268697
2CXO J085911.5-473016,J0859.2-4729,267.9469495034276,-1.0404856707680095,134.79825367729504,-47.50440832213064,NS,0.6618580962965155,0.5083155856727977,0.1812341121586999,0.5248066942066384,4.0,6.298835377109338e-15,0.994933129615024,0.0,0.997463351590336,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,6.282877685893281e-15,1.5956514757824498e-15,0.951279823323329,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.1883184897128447,2.18431699730227,21.86684448025611
2CXO J085911.8-472943,J0859.2-4729,267.94063345005037,-1.03400118309258,134.79937867523466,-47.49538887765114,NS,0.041889248688462,0.320135527589545,0.1889449004681629,0.5756926838896774,3.4705882352940653,3.812668232399496e-15,0.9573490042061524,0.8037354505466113,0.9614537770056896,7.978845608028655e-18,6.028102749890869e-18,7.332820276367501e-17,7.332820276367501e-17,3.731361184027792e-15,1.1031853611938317e-15,0.996806484606714,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.1643189001335483,2.167874878481494,21.866548338362545
2CXO J085912.7-473000,J0859.2-4729,267.94570546420795,-1.0351583980639043,134.80300367095197,-47.49997776642204,YSO,0.2223131665424244,0.2772797676669893,0.1195650067547191,0.5123690723337037,4.571428571428578,6.206710331968319e-15,0.9527972640492044,0.8910640051988231,0.9553108537905756,7.978845608028655e-18,6.028102749890869e-18,1.385080088534585e-16,1.0464427438115727e-16,6.060223477506831e-15,1.339276610883149e-15,0.9999999263465752,,0.9990674,1.0,,,,,,,,,,,,,17.059,16.584,14.851,,,0.14,,,,,,,3.171160353657797,2.1725619582909568,21.866826370607313
2CXO J085913.3-472933,J0859.2-4729,267.9412968540224,-1.0288368359448552,134.80579533355117,-47.49250554411213,AGN,0.4190748281667351,0.4872023233301064,0.2393725946393288,0.5163545935537904,4.368421052631728,5.192857631575049e-15,0.9277102911663232,0.914980771193136,0.9306767834268276,7.978845608028655e-18,6.028102749890869e-18,1.797162374926192e-16,1.3658434049439052e-16,5.0051625484744004e-15,1.1700379983447e-15,0.957814154103538,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.14890783974851,2.1573167610117046,21.866642581126303
2CXO J085913.4-473247,J0859.2-4729,267.9822355896979,-1.0641653464022602,134.80600367039958,-47.54657498858514,YSO,2.568417660457731,0.7879186834462729,0.1640825597206069,0.7711174140713593,3.5294117647059564,1.6929787166797657e-15,0.3503298742274348,0.7259974048199177,0.41322225719236255,7.534233575717217e-17,5.692193628912987e-17,4.745965121406375e-16,2.0663032663896326e-16,1.143039868781956e-15,5.17089464448965e-16,0.936676031698562,,0.99875295,1.0,19.243546,21.163076,17.645361,0.005059,0.160205,0.014128,5.4981,0.007955,0.001736,7.548,1.199,822.502991,14.336,13.066,12.405,0.033,0.035,0.037,,,,,,,3.284223363662331,2.250021426445063,21.86879195574255
2CXO J085913.9-472856,J0859.2-4729,267.9347135521361,-1.0208887725652103,134.80829532966618,-47.48232498848292,YSO,4.306135268529137,0.737812197483059,0.0762165898739078,0.5995181951234675,3.0000000000001976,2.5708770593461576e-15,0.987585799828082,0.0,0.9937735758952431,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,2.5549193681301e-15,8.843951658911999e-16,0.0092676279549499,,0.99913025,1.0,,,,,,,,,,,,,17.648,14.941,11.51,,0.059,0.021,8.515,7.001,,0.01,0.009,,3.1202843381159817,2.1377068000432593,21.866366964426128
2CXO J085914.3-472944,J0859.2-4729,267.9454362596262,-1.0289243342553973,134.8097119954661,-47.49568887731844,NS,0.0463027046292996,0.3355372700871249,0.1373705409413145,0.5435274291920327,3.4285714285714186,4.6358357538533386e-15,0.99311550621577,0.0,0.9965518183616209,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,4.619878062637281e-15,1.3658773830359694e-15,0.9999991015306126,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.1518547564384005,2.1593356936359482,21.866874710630917
2CXO J085914.3-473345,J0859.2-4729,267.9958213302725,-1.0727123856730099,134.80962866690038,-47.56243609961256,NS,0.2183937258222159,0.4804259438528558,0.2408713441705828,0.7870337135625768,3.470588235293944,4.3737942364384804e-15,0.9361227340995704,0.8857659995831083,0.9396611394123604,7.978845608028655e-18,6.028102749890869e-18,1.3171416310934512e-16,1.2691912031996064e-16,4.234101227721107e-15,1.2518215905308373e-15,0.5204029010844,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.3195309109551636,2.274210627095383,21.869612442452926
2CXO J085914.4-473051,J0859.2-4729,267.9595307404532,-1.0407801740847962,134.81012866288827,-47.514102766194966,YSO,2.5471394034659647,0.7246563407550823,0.1263589042187239,0.501420049742828,5.151515151515072,6.024379524449333e-15,0.8349550179789595,0.6783350998616386,0.8596366632789896,7.995733871639351e-17,6.040862012735874e-17,4.1718946643393887e-16,2.1322741325791704e-16,5.527232719299e-15,1.2441375824183669e-15,0.907887950449037,,0.9995036,1.0,,,,,,,,,,,,,15.826,14.525,13.022,,0.082,0.069,,,,,,,3.1974106195388377,2.1905460154460576,21.867573417166916
2CXO J085914.4-473119,J0859.2-4729,267.9654766074327,-1.0458643372528464,134.8102119966617,-47.52192498841914,YSO,3.079354857541797,0.7476089060987415,0.1187686908916168,0.5085489812044658,4.882352941176461,4.8804110952272035e-15,0.6793751135931354,0.9796039335399784,0.6821251723036229,7.978845608028655e-18,6.028102749890869e-18,7.74411780904983e-16,2.7000285688743997e-16,4.0980204687141924e-15,1.0872848234145879e-15,0.69346793505866,,0.9993333,1.0,,,,,,,,,,,,,16.78,14.578,13.651,,0.055,0.052,,,,,,,3.2169146845627212,2.2039082503939205,21.867883482187246
2CXO J085914.5-472650,J0859.2-4729,267.9092822013453,-0.9966234894128542,134.81075365743322,-47.44721665512601,NS,0.0220264049475497,0.3586544046466602,0.1909554455686066,0.6519371643679321,4.3157894736838935,6.389125786745784e-15,0.9038318541606802,0.17273864053017143,0.942465646181757,1.270736279567325e-16,1.2038554227479846e-16,1.801415622660306e-16,1.202877045479061e-16,6.081910596523021e-15,1.52047764913075e-15,0.998196831044808,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0297059790264442,2.075651566231017,21.865356656612768
2CXO J085914.7-472931,J0859.2-4729,267.94350283853544,-1.025718569730044,134.8114203263817,-47.49212776615396,YSO,3.6958102083478312,0.7627492739593417,0.1047504975009714,0.489307741900841,6.974359880599534,1.0838740670340396e-14,0.7315588486836965,0.9036296195562028,0.7428305073387342,7.009894798841063e-17,5.296050104142806e-17,1.3846830641941002e-15,3.3568074283490003e-16,9.383958658157886e-15,1.7655605613928408e-15,0.902460577536621,,0.9994347,1.0,,,,,,,,,,,,,15.473,13.647,12.756,,0.041,0.042,,,,,,,3.140767907711443,2.15174009357311,21.866799660391663
2CXO J085914.7-473147,J0859.2-4729,267.9719595142355,-1.050520457681966,134.81129532917322,-47.529872210613824,YSO,1.0709861375665366,0.4469990319457889,0.1227396287754292,0.5537346533170017,4.062499999999827,2.8362963967658934e-15,0.9160961175231978,0.8658883881480959,0.9215015342825719,7.978845608028655e-18,6.028102749890869e-18,1.1100929416378283e-16,8.45785098390745e-17,2.7173082569940817e-15,8.17181572655918e-16,0.9906641501642564,,0.99950844,1.0,,,,,,,,,,,,,18.271,17.211,14.928,,,0.14,,,,,,,3.235471968802888,2.2166218458268587,21.86823768384534
2CXO J085914.8-472658,J0859.2-4729,267.9115409474357,-0.9975387265542409,134.81192032278008,-47.44952221063903,NS,0.0965395868917882,0.3955179090029042,0.2055427394744515,0.6057409234021588,6.510562005394918,1.3530074665092055e-14,0.9976411525270842,0.0,0.9988198803329685,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,1.3514116973876e-14,2.263873779338e-15,0.81168845618462,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0339433202609705,2.078554568710791,21.865457920932617
2CXO J085914.8-472928,J0859.2-4729,267.94298861462187,-1.0247132442772489,134.81204532551504,-47.49108054391223,YSO,4.481548125430231,0.7805517909002904,0.1024429576537863,0.5163545935537904,4.94444444444435,3.641302672698303e-15,0.5018770977174588,0.982404291318452,0.5051752473058809,7.978845608028655e-18,6.028102749890869e-18,8.989292820987979e-16,2.7995697434779063e-16,2.734394544991477e-15,8.0842992275185175e-16,0.22293154880103,,0.9993863,1.0,,,,,,,,,,,,,15.964,15.001,14.001,,0.074,0.064,,,,,,,3.137351357912167,2.1493994153056257,21.866781658900404
2CXO J085915.2-472706,J0859.2-4729,267.91391975724827,-0.998035946513922,134.81367032070713,-47.45164443280071,YSO,6.44740497803001,0.8551210067763795,0.0691378935726826,0.7398797647483678,3.0,1.8991088700575746e-15,0.9302229431860434,0.7591550505258686,0.9383667252917921,7.978845608028655e-18,6.028102749890869e-18,5.82782681529194e-17,5.827826815292e-17,1.8328517562966265e-15,7.50260760152338e-16,0.1115423239016599,,0.9990806,1.0,,,,,,,,,,,,,18.181,16.262,13.917,,0.206,0.071,10.67,8.623,,0.027,0.016,,3.036979874006769,2.0806349116820377,21.86557245051762
2CXO J085915.6-472609,J0859.2-4729,267.90262630738084,-0.9870048043707641,134.81504531786746,-47.43588609946171,NS,0.2734709336318691,0.3237754114230396,0.1903426019057278,1.1147295933472388,3.4117647058823257,1.3853203112529002e-15,0.2580136780244005,0.3772706630946235,0.4223107084208089,1.6002411564445603e-16,1.0668274376297251e-16,3.5392024560786e-16,1.6010677777498002e-16,8.713759500005843e-16,4.84097750000325e-16,0.61650866622513,,0.9983497,1.0,,,,,,,,,,,,,16.448,15.496,15.123,,0.102,,,,,,,,2.996079877340933,2.0526143239662735,21.865181387030407
2CXO J085915.6-472746,J0859.2-4729,267.9228783999363,-1.0046160019880659,134.81500365311874,-47.46272221051498,LMXB,0.2831653641253695,0.305459825750242,0.1225662555469768,0.8031326579613732,4.540540540540986,2.6779144524494847e-15,0.2596487354496594,0.5828270113040859,0.3650491452220314,2.0677151559816042e-16,1.1717052550562599e-16,7.845271600161439e-16,2.6305000045252597e-16,1.6866157768351801e-15,6.746463107340503e-16,0.2085158041019099,,0.9986432,1.0,20.498632,,18.853456,0.008432,,0.060319,1.932,0.006222,0.001963,1.79,1.082,2434.58569,,,,,,,,,,,,,3.0628349722809216,2.0983482395096593,21.865941438561606
2CXO J085915.7-472701,J0859.2-4729,267.91385208590555,-0.9962237821591587,134.81562865146944,-47.45040554385186,YSO,16.673669336824332,0.9499806389157792,0.0345120978224016,1.2615157812267352,5.085714285713965,6.730918961439701e-15,0.800161501943899,0.37297381408036634,0.8583770066919538,2.1085271898406422e-16,1.5930147261539036e-16,4.616956489116566e-16,2.1153722137435671e-16,6.05837059354398e-15,1.3980855215870501e-15,0.9951894125607356,,0.997937,1.0,,,,,,,,,,,,,18.473,15.696,13.196,,0.132,0.053,11.226,9.57,,0.029,0.017,,3.0313937465690284,2.0768078557744416,21.86559687305598
2CXO J085915.7-472922,J0859.2-4729,267.9432984824958,-1.021813418528765,134.8155869875683,-47.48941387713314,YSO,0.3260357331515758,0.317270087124879,0.0956125784641038,0.5590367307110509,3.02857142857121,1.0676811832273558e-15,0.1007796765376823,0.16823402919797745,0.35394792154351,1.996405970144464e-16,1.20994301220876e-16,2.8039971245372003e-16,1.5669395695943002e-16,5.876408737591893e-16,4.0637750443252597e-16,0.61798723627393,,0.9990242,1.0,20.51556,21.600367,19.086975,0.007851,0.176,0.049654,0.5687,0.008194,0.003185,5.479,1.159,2518.72461,15.587,14.235,13.861,,,0.075,,,,,,,3.128654534288195,2.1434412214408427,21.86682956437122
2CXO J085915.7-473008,J0859.2-4729,267.9530791066408,-1.0303750202596889,134.81550365524552,-47.50241109935395,NS,0.85891956088861,0.461055179090029,0.157953082324732,0.5338745791701456,3.055555555555539,3.91340810708233e-15,0.9918446066551668,0.0,0.9959139725372894,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,3.897450415866273e-15,1.3323278943016696e-15,0.998511001959445,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.1612555969448857,2.1657762094669413,21.867291712737504
2CXO J085915.8-472853,J0859.2-4729,267.9374322940915,-1.0163874707104972,134.8159619865365,-47.48142776601594,YSO,1.9476602858274248,0.5983349467570185,0.1278956701012256,0.5205017447464514,4.888888888889255,4.7532577634654295e-15,0.6182180461489513,0.9824129381711347,0.6209389635436612,7.978845608028655e-18,6.028102749890869e-18,8.9937517243872e-16,2.779886896628649e-16,3.8459037454186806e-15,1.0545219947115501e-15,0.241167016437,,0.99846,1.0,,,,,,,,,,,,,16.782,14.795,13.562,0.167,0.069,0.048,,,,,,,3.1082346303600197,2.12945154525965,21.866568541830418
2CXO J085915.8-473257,J0859.2-4729,267.98882923783503,-1.0607259360577577,134.81625365755983,-47.54929998826125,HM-STAR,0.94887395764838,0.5705614714424008,0.1508550383112185,0.5756926838896774,4.833333333333215,4.535645128285247e-15,0.7231311758029625,0.9745851864049973,0.7261677506642138,7.978845608028655e-18,6.028102749890869e-18,6.1991052121365e-16,2.1879194866364002e-16,3.907755761463568e-15,1.0203993069986676e-15,0.89112092214061,,0.9987654,1.0,16.773844,19.081253,15.36467,0.002906,0.028159,0.004523,9.8737,0.007021,0.000323,4.594,1.008,1698.76477,12.325,11.197,10.617,0.022,0.023,0.022,9.465,8.966,,0.019,0.008,,3.2779615244837865,2.245731440423842,21.869209747826762
2CXO J085915.9-472502,J0859.2-4729,267.8892092056438,-0.9740552402726284,134.81650364805856,-47.41726665502898,LMXB,0.0569065120271877,0.4570571151984511,0.2529972531605553,1.354777496965498,4.611111111111085,7.837900042843464e-15,0.9222646327575968,0.11966010351273859,0.9557239129325182,1.3409382161886794e-16,1.0130930895951867e-16,1.7054719750097446e-16,1.2885022229372522e-16,7.533259023723621e-15,1.686098047602538e-15,0.03590126525183,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.9473770499354557,2.019248016910781,21.864874018223848
2CXO J085915.9-473110,J0859.2-4729,267.96647872973546,-1.040959051459241,134.81667032161786,-47.51946665487729,NS,0.5866063617953842,0.5612294288480155,0.2454250754512169,0.5205017447464514,4.062500000000117,3.682312014017062e-15,0.7503084367222518,-0.02029888012480674,0.8693685287837655,2.345264727834745e-16,2.38888095156488e-16,2.251946488447024e-16,1.2584406847203852e-16,3.2225908923888854e-15,9.860785495720638e-16,0.55446203898454,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.202482692080666,2.1940208923444646,21.8679758524392
2CXO J085916.0-473313,J0859.2-4729,267.99231188066676,-1.0631893917634558,134.81687865706127,-47.55354443269394,HM-STAR,0.1935645161133443,0.2851694094869312,0.1312204021752512,0.7020840877587955,3.200000000000032,1.5845941190743165e-15,0.6426197539972524,0.502894671694757,0.7189657368750806,7.037801445832231e-17,5.317133872864738e-17,2.1277330358632083e-16,1.329833147414495e-16,1.3014428010296733e-15,5.573958426536912e-16,0.41583861890898,,0.99798083,1.0,,,,,,,,,,,,,16.499,14.869,13.587,0.14,0.08,,,,,,,,3.2878463911313633,2.252503562564097,21.869416138668292
2CXO J085916.6-473038,J0859.2-4729,267.9610648529084,-1.0336898244339856,134.8195453173492,-47.51061387700364,NS,0.120069524699348,0.4621103581800581,0.2593637852141056,0.5248066942066384,4.062499999999878,4.019676288003526e-15,0.9053136631086496,0.3535991735432155,0.9349205236710154,6.150639982823533e-17,4.646873948374077e-17,1.287978117718016e-16,1.1524014737476902e-16,3.829372076403489e-15,1.01600716093723e-15,0.10287437051531,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.1766154029861062,2.1762992125857816,21.867717019049312
2CXO J085916.7-473004,J0859.2-4729,267.9540486267867,-1.027228233387657,134.81996198282368,-47.50108054365619,CV,0.8281373778006766,0.5239883833494675,0.2369672070757129,0.504898075143984,5.822429324456551,8.533320074913592e-15,0.7866834363054672,0.8014720535363341,0.805802049186542,9.034503154765431e-17,6.82566325839647e-17,8.19804226095416e-16,2.858291784707754e-16,7.623170817270521e-15,1.5772077552973505e-15,0.999999123291042,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.1522180787933327,2.1595846057813124,21.86737422123098
2CXO J085916.8-472748,J0859.2-4729,267.9257616956185,-1.00245566384266,134.8202119798946,-47.463483321458654,NS,0.0175439591969416,0.3243852855759922,0.1817524368761193,0.6729948486311764,3.0857142857142765,4.990169885937548e-15,0.9604993194548402,0.8380875875326322,0.9636390066442622,7.978845608028655e-18,6.028102749890869e-18,9.057870765721875e-17,6.843317737099904e-17,4.891612332672301e-15,1.5119529028259998e-15,0.9973179367386136,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0580623973058327,2.095078548394226,21.86612172048554
2CXO J085916.9-473303,J0859.2-4729,267.9919739720284,-1.0593959364877261,134.82079531855743,-47.55080276589685,NS,0.6663720808125472,0.5741432720232333,0.2293014053423935,0.6801632644329596,3.5882352941176965,4.125284261548981e-15,0.8455919658260965,-0.9498955523246094,0.9958168717869647,3.1050967100913197e-16,2.3459336019666664e-16,7.978845608028655e-18,6.028102749890869e-18,3.8067957449318206e-15,1.0609102895711498e-15,0.64903380087703,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.2759270147076927,2.2443375977762403,21.869405462582126
2CXO J085917.2-472757,J0859.2-4729,267.92819477742967,-1.0031871855833812,134.82175364476532,-47.46579998807257,YSO,3.04499027127786,0.7765537270087124,0.129138961525433,0.5590367307110509,3.52941176470582,3.260497486223464e-15,0.713627739775268,0.9658189628860387,0.7178314885238732,7.978845608028655e-18,6.028102749890869e-18,4.588791716854062e-16,1.9121722351429052e-16,2.7936394689300288e-15,1.0095459856982724e-15,0.25864473921067,,0.99901676,1.0,,,,,,,,,,,,,16.189,14.77,13.589,,0.066,0.058,,,,,,,3.061857298849123,2.0976784354415345,21.866238898474872
2CXO J085917.2-473011,J0859.2-4729,267.9564391971546,-1.0275510675428448,134.8219203138098,-47.50309721026034,YSO,1.3602658923100877,0.5166021297192642,0.1468591500612072,0.504898075143984,5.9459297434728215,1.0095633484601564e-14,0.9606155656435011,0.41673612400947285,0.9719401804001276,5.797800616548691e-17,4.380300053026248e-17,1.408274009652936e-16,1.07028824733624e-16,9.896828077470782e-15,1.7017803621231002e-15,0.55120610614476,,0.99954474,1.0,,,,,,,,,,,,,18.422,15.142,13.715,,0.082,0.05,,,,,,,3.1547555078795777,2.161322998448299,21.867505240411518
2CXO J085917.5-472748,J0859.2-4729,267.92693866630873,-1.0008287604862336,134.8231703094609,-47.46330554358701,YSO,3.8080826384658417,0.74,0.1127510119585381,0.7476109056749373,3.57575757575759,1.9995528880119934e-15,0.3134842558999739,0.7866156658443636,0.3634165600053589,7.322947792171681e-17,5.532564971413701e-17,6.13132791468738e-16,2.2523245400892497e-16,1.3131906186215384e-15,6.215951339893709e-16,0.9959415128080752,,0.9984288,1.0,,,,,,,,,,,,,16.278,14.744,14.069,0.117,0.067,0.062,,,,,,,3.053831072244099,2.0921796675944324,21.8662045805012
